SensorType,Px_pred,Py_pred,Vx_pred,Vy_pred,Px_meas,Py_meas,Px_gt,Py_gt,Vx_gt,Vy_gt,NIS
R,-21.025,8.22856,4.21123,2.29051,-20.5503,9.28616,-20.9628,8.37833,4.34526,2.53871,6.37678
L,-20.8465,8.38037,4.21144,2.2922,-21.0519,8.50983,-20.7444,8.50333,4.39406,2.46341,3.14735
R,-20.6046,8.49269,4.34013,2.18352,-19.9265,9.40847,-20.5237,8.62457,4.4409,2.38835,4.39433
L,-20.3539,8.63216,4.43495,2.15443,-20.21,8.68914,-20.3006,8.74206,4.48582,2.31358,1.35749
R,-20.1562,8.76224,4.37885,2.15889,-20.2277,8.8532,-20.0753,8.85583,4.52884,2.23919,1.90984
L,-19.9578,8.86274,4.38358,2.07605,-20.0633,8.86724,-19.848,8.96589,4.57001,2.16524,0.593451
R,-19.7595,8.98054,4.33642,2.06653,-19.9264,8.78179,-19.6186,9.07227,4.60937,2.09179,1.46095
L,-19.5378,9.0521,4.37053,1.93922,-19.4861,8.96665,-19.3873,9.17499,4.64694,2.01891,0.568186
R,-19.2974,9.16003,4.45157,1.88049,-18.5719,10.2069,-19.1542,9.27409,4.68278,1.94666,4.46788
L,-19.0098,9.25357,4.57638,1.79855,-18.6786,9.19191,-18.9193,9.36959,4.71692,1.8751,5.98926
R,-18.7934,9.33655,4.59141,1.71023,-19.2825,8.98189,-18.6827,9.46154,4.7494,1.80429,1.67458
L,-18.5371,9.44047,4.66148,1.66934,-18.4242,9.46852,-18.4446,9.54996,4.78028,1.73429,0.758858
R,-18.2713,9.4723,4.79338,1.43152,-18.1634,8.72444,-18.2049,9.63492,4.80959,1.66514,5.72178
L,-17.977,9.60592,4.91447,1.4604,-17.7736,9.72478,-17.9639,9.71643,4.83737,1.59691,3.29489
R,-17.7313,9.69911,4.89458,1.45494,-17.2296,9.97767,-17.7214,9.79457,4.86368,1.52964,2.89406
L,-17.4552,9.80864,4.97053,1.45043,-17.3436,9.88109,-17.4777,9.86936,4.88856,1.46338,1.06617
R,-17.2063,9.88707,4.99834,1.38408,-17.1554,10.212,-17.2328,9.94087,4.91205,1.39818,0.440517
L,-16.9333,10.0113,5.06276,1.42301,-16.8876,10.145,-16.9868,10.0091,4.93421,1.33408,1.27227
R,-16.6772,10.0803,5.08765,1.34638,-16.5958,10.1078,-16.7396,10.0743,4.95507,1.27113,0.0488049
L,-16.43,10.1856,5.10305,1.35554,-16.5153,10.3091,-16.4915,10.1362,4.97469,1.20937,1.24788
R,-16.1715,10.256,5.13792,1.28259,-16.09,10.5824,-16.2424,10.1952,4.99311,1.14883,0.50739
L,-15.9391,10.2764,5.11057,1.12291,-16.006,10.1843,-15.9924,10.2511,5.01039,1.08956,0.820519
R,-15.6907,10.3429,5.09936,1.0899,-15.7234,10.41,-15.7416,10.3041,5.02655,1.03159,0.284278
L,-15.4731,10.332,5.04289,0.8894,-15.5699,10.1904,-15.4899,10.3543,5.04166,0.974957,1.86961
R,-15.1754,10.3586,5.17553,0.719948,-14.2385,10.9109,-15.2376,10.4016,5.05576,0.919692,7.76429
L,-14.9153,10.4126,5.19569,0.670744,-14.9365,10.4722,-14.9846,10.4462,5.06889,0.865828,0.230006
R,-14.6725,10.448,5.11399,0.658353,-14.724,9.63507,-14.7309,10.4882,5.0811,0.813394,6.53012
L,-14.4321,10.4113,5.07889,0.443758,-14.4088,10.222,-14.4766,10.5276,5.09243,0.762418,2.17168
R,-14.1718,10.4366,5.08798,0.378395,-13.9005,10.5238,-14.2218,10.5645,5.10293,0.712926,0.561771
L,-13.8634,10.5888,5.21317,0.577716,-13.8049,10.9383,-13.9665,10.5989,5.11263,0.664944,7.82301
R,-13.6083,10.6511,5.16772,0.64229,-13.3956,10.7857,-13.7107,10.631,5.12159,0.618496,2.17551
L,-13.3599,10.6477,5.15161,0.514636,-13.3556,10.5517,-13.4545,10.6608,5.12983,0.573603,0.554811
R,-13.0965,10.6738,5.17064,0.454458,-12.9374,10.8137,-13.1979,10.6884,5.13741,0.530288,0.201802
L,-12.8407,10.7675,5.18959,0.544835,-12.9591,11.0099,-12.9409,10.7138,5.14436,0.48857,4.02654
R,-12.5751,10.8196,5.1941,0.567329,-12.2518,11.2495,-12.6836,10.7373,5.15071,0.448467,1.42445
L,-12.3429,10.7834,5.14207,0.388506,-12.3713,10.6091,-12.426,10.7587,5.15651,0.409997,1.91208
R,-12.0864,10.8207,5.12558,0.405179,-11.9352,10.9161,-12.1681,10.7783,5.16179,0.373177,0.6477
L,-11.8392,10.8843,5.12661,0.448107,-11.9451,11.0515,-11.91,10.7961,5.16658,0.338022,2.11247
R,-11.562,10.9057,5.16182,0.408765,-10.9703,10.9676,-11.6516,10.8121,5.17092,0.304546,2.65106
L,-11.3341,10.9187,5.1175,0.351395,-11.4548,10.9407,-11.393,10.8265,5.17484,0.272761,0.824393
R,-11.0693,10.8528,5.19909,0.00572328,-11.3472,10.5111,-11.1342,10.8394,5.17836,0.242681,9.54723
L,-10.7772,10.8257,5.23832,-0.116335,-10.6009,10.6823,-10.8753,10.8509,5.18153,0.214317,2.71504
R,-10.5217,10.8223,5.22394,-0.175213,-10.6563,10.8369,-10.6161,10.8609,5.18435,0.187679,0.183851
L,-10.2892,10.8159,5.1787,-0.239614,-10.4142,10.8747,-10.3569,10.8697,5.18687,0.162776,1.01589
R,-10.0419,10.8699,5.10711,-0.068865,-9.90413,11.2255,-10.0976,10.8772,5.1891,0.139618,6.65457
L,-9.78059,10.917,5.13167,-0.0142548,-9.83445,11.1032,-9.83809,10.8837,5.19106,0.118212,2.082
R,-9.55117,10.897,5.07777,-0.0878963,-10.195,10.3498,-9.57852,10.8891,5.19278,0.0985664,3.96366
L,-9.28981,10.9232,5.09853,-0.0690452,-9.3066,11.0348,-9.31887,10.8936,5.19428,0.0806865,0.716075
R,-9.04512,10.9033,5.06574,-0.121975,-9.2226,10.3527,-9.05915,10.8972,5.19557,0.0645787,2.6243
L,-8.77985,10.9348,5.09544,-0.0851371,-8.78899,11.0707,-8.79937,10.9001,5.19667,0.050248,1.05118
R,-8.54138,10.8917,5.05456,-0.192236,-8.83914,10.0319,-8.53953,10.9023,5.19759,0.0376992,6.38203
L,-8.37746,10.8122,4.8876,-0.369296,-8.62045,10.6577,-8.27965,10.9039,5.19835,0.0269359,5.11659
R,-8.12743,10.824,4.88349,-0.320366,-7.91543,11.1157,-8.01974,10.905,5.19896,0.0179617,1.52235
L,-7.78897,10.8708,5.05203,-0.224777,-7.51971,11.0005,-7.75979,10.9057,5.19942,0.0107791,5.46714
R,-7.52698,10.8717,5.0476,-0.182975,-7.25987,10.6458,-7.49981,10.9061,5.19975,0.00539029,2.12023
L,-7.25065,10.8597,5.08474,-0.207823,-7.15631,10.815,-7.23983,10.9063,5.19994,0.00179692,0.590485
