SensorType,Px_pred,Py_pred,Vx_pred,Vy_pred,Px_meas,Py_meas,Px_gt,Py_gt,Vx_gt,Vy_gt,NIS
R,-19.3126,9.15511,4.41366,1.87947,-18.5719,10.2069,-19.1542,9.27409,4.68278,1.94666,4.98732
L,-19.0113,9.26873,4.61558,1.8843,-18.6786,9.19191,-18.9193,9.36959,4.71692,1.8751,6.30321
R,-18.7961,9.34926,4.63469,1.77414,-19.2825,8.98189,-18.6827,9.46154,4.7494,1.80429,1.66888
L,-18.5311,9.46375,4.74643,1.78317,-18.4242,9.46852,-18.4446,9.54996,4.78028,1.73429,0.673748
R,-18.261,9.50231,5.04051,1.56417,-18.1634,8.72444,-18.2049,9.63492,4.80959,1.66514,5.03491
L,-17.9411,9.66026,5.2628,1.71867,-17.7736,9.72478,-17.9639,9.71643,4.83737,1.59691,2.17007
R,-17.6843,9.77395,5.05478,1.72911,-17.2296,9.97767,-17.7214,9.79457,4.86368,1.52964,2.97435
L,-17.4095,9.87775,5.13348,1.72149,-17.3436,9.88109,-17.4777,9.86936,4.88856,1.46338,0.261704
R,-17.1513,9.96968,5.19149,1.67515,-17.1554,10.212,-17.2328,9.94087,4.91205,1.39818,0.326747
L,-16.88,10.0876,5.25934,1.71371,-16.8876,10.145,-16.9868,10.0091,4.93421,1.33408,0.234864
R,-16.6151,10.1681,5.2926,1.63967,-16.5958,10.1078,-16.7396,10.0743,4.95507,1.27113,0.0370702
L,-16.382,10.2511,5.24774,1.5707,-16.5153,10.3091,-16.4915,10.1362,4.97469,1.20937,1.13027
R,-16.1142,10.334,5.33502,1.51984,-16.09,10.5824,-16.2424,10.1952,4.99311,1.14883,0.378446
L,-15.9138,10.308,5.13471,1.15972,-16.006,10.1843,-15.9924,10.2511,5.01039,1.08956,1.88309
R,-15.6672,10.3703,5.06826,1.09797,-15.7234,10.41,-15.7416,10.3041,5.02655,1.03159,0.179816
L,-15.4813,10.3224,4.85774,0.749513,-15.5699,10.1904,-15.4899,10.3543,5.04166,0.974957,1.98282
R,-15.1674,10.3721,5.29616,0.684069,-14.2385,10.9109,-15.2376,10.4016,5.05576,0.919692,7.43702
L,-14.9028,10.4235,5.32293,0.631315,-14.9365,10.4722,-14.9846,10.4462,5.06889,0.865828,0.196789
R,-14.6717,10.443,3.66003,3.3431,-14.724,9.63507,-14.7309,10.4882,5.0811,0.813394,6.29405
L,-14.4848,10.4046,3.54402,3.23372,-14.4088,10.222,-14.4766,10.5276,5.09243,0.762418,3.28683
R,-14.1794,10.3759,4.22254,2.34601,-13.9005,10.5238,-14.2218,10.5645,5.10293,0.712926,1.72908
L,-13.8805,10.7441,-0.233154,5.11343,-13.8049,10.9383,-13.9665,10.5989,5.11263,0.664944,4.71575
R,-13.5491,10.7291,3.82925,3.26596,-13.3956,10.7857,-13.7107,10.631,5.12159,0.618496,4.66389
L,-13.3893,10.7317,3.3413,3.66295,-13.3556,10.5517,-13.4545,10.6608,5.12983,0.573603,2.44791
R,-13.0678,10.6997,4.42986,2.28213,-12.9374,10.8137,-13.1979,10.6884,5.13741,0.530288,1.42506
L,-12.8978,10.8928,0.439082,5.00633,-12.9591,11.0099,-12.9409,10.7138,5.14436,0.48857,1.33567
R,-12.541,10.8858,4.30633,2.43965,-12.2518,11.2495,-12.6836,10.7373,5.15071,0.448467,5.07066
L,-12.3907,10.8333,4.12795,2.53784,-12.3713,10.6091,-12.426,10.7587,5.15651,0.409997,3.65776
R,-12.1178,10.8006,-2.98111,3.91281,-11.9352,10.9161,-12.1681,10.7783,5.16179,0.373177,0.890638
L,-11.9971,11.0069,-1.86577,4.6017,-11.9451,11.0515,-11.91,10.7961,5.16658,0.338022,0.886671
R,-11.6231,11.006,1.09203,4.52129,-10.9703,10.9676,-11.6516,10.8121,5.17092,0.304546,7.91791
L,-11.5105,11.0302,0.0839469,4.57032,-11.4548,10.9407,-11.393,10.8265,5.17484,0.272761,1.04904
R,-11.2161,10.8374,3.22984,2.72458,-11.3472,10.5111,-11.1342,10.8394,5.17836,0.242681,6.38942
L,-10.7715,10.8791,-1.30886,4.18244,-10.6009,10.6823,-10.8753,10.8509,5.18153,0.214317,5.94901
R,-10.5706,10.8444,0.709789,3.9528,-10.6563,10.8369,-10.6161,10.8609,5.18435,0.187679,3.33868
L,-10.4599,10.9249,-2.63155,2.99997,-10.4142,10.8747,-10.3569,10.8697,5.18687,0.162776,0.397959
R,-10.2729,10.8671,-0.837164,-3.64478,-9.90413,11.2255,-10.0976,10.8772,5.1891,0.139618,3.9647
L,-10.0818,10.9286,-2.75867,-2.81281,-9.83445,11.1032,-9.83809,10.8837,5.19106,0.118212,8.10349
R,-10.1111,10.5909,0.266642,-4.51212,-10.195,10.3498,-9.57852,10.8891,5.19278,0.0985664,2.74777
L,-9.86587,10.5863,0.570339,-4.14745,-9.3066,11.0348,-9.31887,10.8936,5.19428,0.0806865,33.045
R,-9.81624,10.3843,0.520968,-4.04411,-9.2226,10.3527,-9.05915,10.8972,5.19557,0.0645787,3.17305
L,-9.46364,10.511,1.22854,-2.71591,-8.78899,11.0707,-8.79937,10.9001,5.19667,0.050248,52.2001
R,-9.37774,10.3222,1.32241,-3.03242,-8.83914,10.0319,-8.53953,10.9023,5.19759,0.0376992,4.79355
L,-9.09513,10.3551,1.7199,-2.37403,-8.62045,10.6577,-8.27965,10.9039,5.19835,0.0269359,21.1629
R,-8.95589,10.2812,1.85983,-2.27376,-7.91543,11.1157,-8.01974,10.905,5.19896,0.0179617,11.2579
L,-8.45485,10.4865,2.43509,-1.12683,-7.51971,11.0005,-7.75979,10.9057,5.19942,0.0107791,74.8587
R,-8.28826,10.4151,2.73057,-1.17225,-7.25987,10.6458,-7.49981,10.9061,5.19975,0.00539029,9.23248
L,-7.87325,10.5339,3.27562,-0.309754,-7.15631,10.815,-7.23983,10.9063,5.19994,0.00179692,37.4129
